array	rows	sets	categories	sample_row
Quest.wz/Check.img/6180	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6180/1/item
Quest.wz/Check.img/7103	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/7103/0/startscript
Quest.wz/Check.img/8078	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8078/1/endmeso
Quest.wz/Check.img/8079	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8079/1/endmeso
Quest.wz/Check.img/8207	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8207/1/endmeso
Quest.wz/Check.img/8225	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8225/1/item
Quest.wz/Check.img/8229	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8229/1/item
Quest.wz/Check.img/8251	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8251/1/item
Quest.wz/Check.img/8254	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8254/1/item
Quest.wz/Check.img/8255	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8255/1/item
Quest.wz/Check.img/8256	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/8256/1/mob
Quest.wz/Check.img/9310	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/9310/1/endmeso
Quest.wz/Check.img/9311	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/9311/1/endmeso
Quest.wz/Check.img/9340	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/9340/1/endmeso
Quest.wz/Check.img/9341	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/9341/1/endmeso
Quest.wz/Say.img/2327	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Say.img/2327/1/0
Quest.wz/Say.img/28344	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Say.img/28344/0/yes
Quest.wz/Say.img/8254	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Say.img/8254/1/stop
String.wz/MonsterBook.img/100130/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/100130/reward/10
String.wz/MonsterBook.img/100132/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/100132/reward/17
String.wz/MonsterBook.img/100134/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/100134/reward/14
String.wz/MonsterBook.img/2100100/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100100/reward/21
String.wz/MonsterBook.img/2100101/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100101/reward/20
String.wz/MonsterBook.img/2100102/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100102/reward/23
String.wz/MonsterBook.img/2100105/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100105/reward/24
String.wz/MonsterBook.img/2100106/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100106/reward/21
String.wz/MonsterBook.img/2100108/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2100108/reward/24
String.wz/MonsterBook.img/2220000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/2220000/reward/58
String.wz/MonsterBook.img/3000001/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3000001/reward/10
String.wz/MonsterBook.img/3100102/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3100102/reward/19
String.wz/MonsterBook.img/3210202/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3210202/reward/33
String.wz/MonsterBook.img/3230300/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3230300/reward/9
String.wz/MonsterBook.img/3230405/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3230405/reward/31
String.wz/MonsterBook.img/3300003/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/3300003/reward/29
String.wz/MonsterBook.img/4130102/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/4130102/reward/29
String.wz/MonsterBook.img/4230501/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/4230501/reward/22
String.wz/MonsterBook.img/4230600/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/4230600/reward/30
String.wz/MonsterBook.img/4250000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/4250000/reward/16
String.wz/MonsterBook.img/5090000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/5090000/reward/8
String.wz/MonsterBook.img/5090001/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/5090001/reward/6
String.wz/MonsterBook.img/5100005/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/5100005/reward/27
String.wz/MonsterBook.img/5130105/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/5130105/reward/33
String.wz/MonsterBook.img/5300001/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/5300001/reward/26
String.wz/MonsterBook.img/6090000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/6090000/reward/8
String.wz/MonsterBook.img/6090001/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/6090001/reward/9
String.wz/MonsterBook.img/6090003/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/6090003/reward/8
String.wz/MonsterBook.img/6090004/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/6090004/reward/8
String.wz/MonsterBook.img/6130207/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/6130207/reward/24
String.wz/MonsterBook.img/7090000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7090000/reward/21
String.wz/MonsterBook.img/7110300/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7110300/reward/39
String.wz/MonsterBook.img/7130002/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130002/reward/27
String.wz/MonsterBook.img/7130300/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130300/reward/40
String.wz/MonsterBook.img/7130400/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130400/reward/24
String.wz/MonsterBook.img/7130401/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130401/reward/28
String.wz/MonsterBook.img/7130402/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130402/reward/30
String.wz/MonsterBook.img/7130501/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130501/reward/29
String.wz/MonsterBook.img/7130600/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/7130600/reward/22
String.wz/MonsterBook.img/8090000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8090000/reward/21
String.wz/MonsterBook.img/8140000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8140000/reward/39
String.wz/MonsterBook.img/8140002/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8140002/reward/32
String.wz/MonsterBook.img/8140300/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8140300/reward/41
String.wz/MonsterBook.img/8220000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8220000/reward/55
String.wz/MonsterBook.img/8220001/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8220001/reward/53
String.wz/MonsterBook.img/8830000/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/8830000/reward/74
String.wz/MonsterBook.img/9300012/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/9300012/reward/1
String.wz/MonsterBook.img/9300028/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/9300028/reward/7
String.wz/MonsterBook.img/9300039/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/9300039/reward/1
String.wz/MonsterBook.img/9300182/reward	1	{'protect': 1}	{'ARRAY: append would duplicate an existing entry': 1}	String.wz/MonsterBook.img/9300182/reward/21
